caltech-set01-V000-0.jpg,374,171,396,220,person
caltech-set01-V000-0.jpg,451,166,498,218,people
caltech-set01-V000-1.jpg,374,171,396,220,person
caltech-set01-V000-1.jpg,451,166,498,218,people
caltech-set01-V000-10.jpg,375,168,397,218,person
caltech-set01-V000-10.jpg,453,165,500,217,people
caltech-set01-V000-100.jpg,409,148,445,246,person
caltech-set01-V000-100.jpg,563,149,594,242,person
caltech-set01-V000-100.jpg,594,146,619,245,person
caltech-set01-V000-1000.jpg,478,164,511,208,people
caltech-set01-V000-1001.jpg,478,164,511,208,people
caltech-set01-V000-1002.jpg,479,163,512,207,people
caltech-set01-V000-1003.jpg,480,163,513,208,people
caltech-set01-V000-1004.jpg,481,163,514,208,people
caltech-set01-V000-1005.jpg,482,162,515,207,people
caltech-set01-V000-1006.jpg,483,162,516,208,people
caltech-set01-V000-1007.jpg,483,162,517,208,people
caltech-set01-V000-1008.jpg,484,162,518,209,people
caltech-set01-V000-1009.jpg,484,162,518,209,people
caltech-set01-V000-101.jpg,410,147,446,246,person
caltech-set01-V000-101.jpg,566,148,597,242,person
caltech-set01-V000-101.jpg,597,145,623,245,person
caltech-set01-V000-1010.jpg,485,162,519,210,people
caltech-set01-V000-1011.jpg,453,172,466,199,person
caltech-set01-V000-1011.jpg,485,162,519,210,people
caltech-set01-V000-1012.jpg,453,172,466,199,person
caltech-set01-V000-1012.jpg,485,162,519,211,people
caltech-set01-V000-1013.jpg,453,172,466,199,person
caltech-set01-V000-1013.jpg,486,162,521,211,people
caltech-set01-V000-1014.jpg,453,172,466,199,person
caltech-set01-V000-1014.jpg,486,162,521,212,people
caltech-set01-V000-1015.jpg,453,172,466,199,person
caltech-set01-V000-1015.jpg,487,161,522,211,people
caltech-set01-V000-1016.jpg,410,174,425,199,people
caltech-set01-V000-1016.jpg,453,172,466,199,person
caltech-set01-V000-1016.jpg,487,161,522,211,people
caltech-set01-V000-1017.jpg,410,174,425,199,people
caltech-set01-V000-1017.jpg,453,172,466,199,person
caltech-set01-V000-1017.jpg,488,161,523,211,people
caltech-set01-V000-1018.jpg,410,174,425,199,people
caltech-set01-V000-1018.jpg,454,172,468,199,person
caltech-set01-V000-1018.jpg,489,161,524,211,people
caltech-set01-V000-1019.jpg,411,174,426,199,people
caltech-set01-V000-1019.jpg,454,172,468,200,person
caltech-set01-V000-1019.jpg,489,161,524,211,people
caltech-set01-V000-102.jpg,412,146,449,247,person
caltech-set01-V000-102.jpg,569,147,600,242,person
caltech-set01-V000-102.jpg,601,144,628,246,person
caltech-set01-V000-1020.jpg,411,174,426,199,people
caltech-set01-V000-1020.jpg,455,172,469,200,person
caltech-set01-V000-1020.jpg,490,161,525,211,people
caltech-set01-V000-1021.jpg,411,174,426,199,people
caltech-set01-V000-1021.jpg,455,172,469,201,person
caltech-set01-V000-1021.jpg,491,161,526,211,people
caltech-set01-V000-1022.jpg,411,174,426,199,people
caltech-set01-V000-1022.jpg,455,172,469,201,person
caltech-set01-V000-1022.jpg,491,161,526,211,people
caltech-set01-V000-1023.jpg,263,169,275,196,person
caltech-set01-V000-1023.jpg,411,174,426,199,people
caltech-set01-V000-1023.jpg,456,172,470,201,person
caltech-set01-V000-1023.jpg,492,161,527,211,people
caltech-set01-V000-1024.jpg,263,169,275,196,person
caltech-set01-V000-1024.jpg,411,174,426,199,people
caltech-set01-V000-1024.jpg,456,172,470,202,person
caltech-set01-V000-1024.jpg,493,161,528,211,people
caltech-set01-V000-1025.jpg,262,170,274,197,person
caltech-set01-V000-1025.jpg,411,174,426,199,people
caltech-set01-V000-1025.jpg,457,172,471,202,person
caltech-set01-V000-1025.jpg,494,161,529,211,people
caltech-set01-V000-1026.jpg,262,170,275,197,person
caltech-set01-V000-1026.jpg,411,174,426,199,people
caltech-set01-V000-1026.jpg,457,172,471,203,person
caltech-set01-V000-1026.jpg,494,161,529,211,people
caltech-set01-V000-1027.jpg,262,170,275,197,person
caltech-set01-V000-1027.jpg,412,174,427,199,people
caltech-set01-V000-1027.jpg,458,172,473,203,person
caltech-set01-V000-1027.jpg,495,161,531,211,people
caltech-set01-V000-1028.jpg,261,170,274,197,person
caltech-set01-V000-1028.jpg,412,174,427,199,people
caltech-set01-V000-1028.jpg,458,172,473,203,person
caltech-set01-V000-1028.jpg,495,161,532,211,people
caltech-set01-V000-1029.jpg,261,170,274,196,person
caltech-set01-V000-1029.jpg,412,174,427,199,people
caltech-set01-V000-1029.jpg,459,172,474,204,person
caltech-set01-V000-1029.jpg,496,162,534,212,people
caltech-set01-V000-103.jpg,413,146,450,248,person
caltech-set01-V000-1030.jpg,261,170,274,196,person
caltech-set01-V000-1030.jpg,412,174,427,199,people
caltech-set01-V000-1030.jpg,459,172,474,204,person
caltech-set01-V000-1030.jpg,496,162,535,212,people
caltech-set01-V000-1031.jpg,260,171,273,197,person
caltech-set01-V000-1031.jpg,412,174,427,199,people
caltech-set01-V000-1031.jpg,460,171,475,204,person
caltech-set01-V000-1031.jpg,497,162,537,212,people
caltech-set01-V000-1032.jpg,260,171,273,197,person
caltech-set01-V000-1032.jpg,412,174,427,199,people
caltech-set01-V000-1032.jpg,460,171,475,204,person
caltech-set01-V000-1032.jpg,497,162,538,212,people
caltech-set01-V000-1033.jpg,260,171,273,197,person
caltech-set01-V000-1033.jpg,412,174,427,199,people
caltech-set01-V000-1033.jpg,460,171,475,204,person
caltech-set01-V000-1033.jpg,498,162,540,212,people
caltech-set01-V000-1034.jpg,259,171,272,197,person
caltech-set01-V000-1034.jpg,412,174,427,199,people
caltech-set01-V000-1034.jpg,460,171,475,204,person
caltech-set01-V000-1034.jpg,498,162,541,212,people
caltech-set01-V000-1035.jpg,259,171,272,197,person
caltech-set01-V000-1035.jpg,412,174,427,199,people
caltech-set01-V000-1035.jpg,461,171,476,204,person
caltech-set01-V000-1035.jpg,499,162,543,212,people
caltech-set01-V000-1036.jpg,259,172,272,198,person
caltech-set01-V000-1036.jpg,412,174,427,199,people
caltech-set01-V000-1036.jpg,458,171,485,208,people
caltech-set01-V000-1036.jpg,461,171,476,204,person
caltech-set01-V000-1036.jpg,499,162,544,212,people
caltech-set01-V000-1037.jpg,258,172,271,197,person
caltech-set01-V000-1037.jpg,459,170,486,207,people
caltech-set01-V000-1037.jpg,461,171,476,204,person
caltech-set01-V000-1037.jpg,500,162,546,212,people
caltech-set01-V000-1038.jpg,257,172,270,197,person
caltech-set01-V000-1038.jpg,459,170,486,207,people
caltech-set01-V000-1038.jpg,461,171,476,204,person
caltech-set01-V000-1038.jpg,500,162,547,212,people
caltech-set01-V000-1039.jpg,257,172,270,197,person
caltech-set01-V000-1039.jpg,460,170,487,207,people
caltech-set01-V000-1039.jpg,462,171,477,204,person
caltech-set01-V000-1039.jpg,501,162,549,212,people
caltech-set01-V000-104.jpg,415,145,453,249,person
caltech-set01-V000-1040.jpg,256,172,269,197,person
caltech-set01-V000-1040.jpg,461,170,488,207,people
caltech-set01-V000-1040.jpg,462,171,477,204,person
caltech-set01-V000-1040.jpg,501,162,550,212,people
caltech-set01-V000-1041.jpg,255,173,268,198,person
caltech-set01-V000-1041.jpg,462,170,489,207,people
caltech-set01-V000-1041.jpg,462,171,477,204,person
caltech-set01-V000-1041.jpg,502,162,551,212,people
caltech-set01-V000-1042.jpg,254,173,267,198,person
caltech-set01-V000-1042.jpg,462,169,489,206,people
caltech-set01-V000-1042.jpg,502,162,552,212,people
caltech-set01-V000-1043.jpg,253,173,266,198,person
caltech-set01-V000-1043.jpg,463,169,490,206,people
caltech-set01-V000-1043.jpg,503,162,554,212,people
caltech-set01-V000-1044.jpg,252,173,265,198,person
caltech-set01-V000-1044.jpg,464,169,491,206,people
caltech-set01-V000-1044.jpg,503,162,555,212,people
caltech-set01-V000-1045.jpg,252,173,265,198,person
caltech-set01-V000-1045.jpg,465,169,492,206,people
caltech-set01-V000-1045.jpg,504,162,557,212,people
caltech-set01-V000-1046.jpg,251,174,264,199,person
caltech-set01-V000-1046.jpg,465,168,492,205,people
caltech-set01-V000-1046.jpg,504,162,558,212,people
caltech-set01-V000-1047.jpg,250,174,263,198,person
caltech-set01-V000-1047.jpg,466,168,493,205,people
caltech-set01-V000-1047.jpg,505,162,560,214,people
caltech-set01-V000-1048.jpg,249,174,262,198,person
caltech-set01-V000-1048.jpg,467,168,494,205,people
caltech-set01-V000-1048.jpg,507,161,562,214,people
caltech-set01-V000-1049.jpg,248,174,261,198,person
caltech-set01-V000-1049.jpg,467,168,494,205,people
caltech-set01-V000-1049.jpg,508,161,564,215,people
caltech-set01-V000-105.jpg,416,144,454,249,person
caltech-set01-V000-1050.jpg,247,174,260,198,person
caltech-set01-V000-1050.jpg,468,167,495,204,people
caltech-set01-V000-1050.jpg,509,160,565,215,people
caltech-set01-V000-1051.jpg,247,175,260,199,person
caltech-set01-V000-1051.jpg,469,167,496,204,people
caltech-set01-V000-1051.jpg,510,160,567,216,people
caltech-set01-V000-1052.jpg,246,175,259,199,person
caltech-set01-V000-1052.jpg,470,167,497,204,people
caltech-set01-V000-1052.jpg,511,159,568,216,people
caltech-set01-V000-1053.jpg,245,175,258,199,person
caltech-set01-V000-1053.jpg,470,167,497,204,people
caltech-set01-V000-1053.jpg,512,159,570,217,people
caltech-set01-V000-1054.jpg,244,175,257,199,person
caltech-set01-V000-1054.jpg,471,167,498,204,people
caltech-set01-V000-1054.jpg,513,158,571,217,people
caltech-set01-V000-1055.jpg,244,175,257,199,person
caltech-set01-V000-1055.jpg,472,166,499,203,people
caltech-set01-V000-1055.jpg,514,158,573,219,people
caltech-set01-V000-1056.jpg,105,174,149,185,people
caltech-set01-V000-1056.jpg,243,175,256,199,person
caltech-set01-V000-1056.jpg,473,166,500,203,people
caltech-set01-V000-1056.jpg,515,158,574,220,people
caltech-set01-V000-1057.jpg,104,173,148,185,people
caltech-set01-V000-1057.jpg,242,175,255,199,person
caltech-set01-V000-1057.jpg,473,166,500,203,people
caltech-set01-V000-1057.jpg,517,157,577,220,people
caltech-set01-V000-1057.jpg,67,166,86,216,person
caltech-set01-V000-1058.jpg,102,173,146,185,people
caltech-set01-V000-1058.jpg,242,175,255,200,person
caltech-set01-V000-1058.jpg,473,166,500,203,people
caltech-set01-V000-1058.jpg,518,157,578,221,people
caltech-set01-V000-1058.jpg,67,166,86,216,person
caltech-set01-V000-1059.jpg,101,172,145,184,people
caltech-set01-V000-1059.jpg,241,175,254,200,person
caltech-set01-V000-1059.jpg,473,166,500,203,people
caltech-set01-V000-1059.jpg,519,156,580,221,people
caltech-set01-V000-1059.jpg,67,166,86,216,person
caltech-set01-V000-106.jpg,418,144,457,251,person
caltech-set01-V000-1060.jpg,100,172,144,185,people
caltech-set01-V000-1060.jpg,240,175,253,200,person
caltech-set01-V000-1060.jpg,473,166,500,203,people
